shard,iteration,utc,time_source,archive,checkpoint_archive_sha256,archive_mtime_ns,completed_intervals,completion_percent
shard-001,1369,2026-09-11T08:53:40.459658+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001369-43d3215f320bc2a8.json.gz,c8c82e906d944b6b0890be8f6b4b6c5ce193266dc7a0888135ecfad75835c51b,1789116820459657592,1298,14.817351598173516
shard-000,610,2026-09-11T08:56:15.559445+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000610-456b214610c9bec9.json.gz,4e845bfa8303723f948eb940c306c7c05d64519be3f003e134041d1f375c3077,1789116975559444868,1299,14.82876712328767
shard-001,1370,2026-09-11T08:56:39.784551+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001370-bb2e576961515c24.json.gz,d1622d6f81160fb9649b23f2aef3a9b35bcc06d26ae7add7d05cfa0a4dff756c,1789116999784551361,1300,14.840182648401827
shard-000,611,2026-09-11T08:57:12.905211+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000611-40a3c7b7da207251.json.gz,4211c42315f93ab39370ad0c2fb1244fb625debf3d22717303fc582a04bffe4e,1789117032905211214,1301,14.851598173515981
shard-001,1371,2026-09-11T08:59:27.762211+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001371-ec206ec5fae03b0e.json.gz,dd791c5005a9f0411d03a656307565775e2e202b1482e38027e579c17bf188aa,1789117167762210543,1302,14.863013698630137
shard-000,612,2026-09-11T08:59:45.078621+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000612-a0cbf54105996667.json.gz,dabcc4cd977fdd11af8ce562fca152692e29e5598046cb1e97fa841b55fbf766,1789117185078621286,1303,14.874429223744292
shard-001,1372,2026-09-11T09:02:42.343256+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001372-9ca5d757e35de5f3.json.gz,6d51ee59709cf01b758d9491fbaf4ced280a3307b0d00fe81db457aa46044be2,1789117362343255453,1304,14.885844748858448
shard-000,613,2026-09-11T09:03:03.443981+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000613-a7cdb5c4c45b54c6.json.gz,af286718cc9be8df7a3a21adebe3b342c0ed4f0202b3cf87f86f559cc56aad5b,1789117383443981072,1305,14.897260273972602
shard-001,1373,2026-09-11T09:03:33.913583+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001373-363af2eb6275e535.json.gz,580c86e08d07ac19324f3da128593a89eb3081e767b11f7396885132472cd9fa,1789117413913582571,1306,14.908675799086758
shard-000,614,2026-09-11T09:04:39.688595+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000614-f628d997807b89bd.json.gz,7ff8042707fc3137f0dff02e865e3efec61c5ac6037e501bf1380e4c32d1ab3c,1789117479688595131,1307,14.920091324200913
shard-001,1374,2026-09-11T09:06:51.425291+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001374-8b26832b8477dfc6.json.gz,ee7beae152541033ef6b34d3cc399ed45fd50e3743ab755cf6f3fb6aaf305610,1789117611425291108,1308,14.931506849315069
shard-000,615,2026-09-11T09:06:57.675977+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000615-0210994109834c1f.json.gz,49b88c3e696fc65feafee70f3b367c3fccadd57ac78a188060dfe2a0648c3d3a,1789117617675977283,1309,14.942922374429223
shard-001,1375,2026-09-11T09:08:47.800025+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001375-d8470f4222ddd079.json.gz,3153de2bc85ecd68ba7161310a0b7fb7e52deb94092b6698ec9bcb03feed61da,1789117727800025183,1310,14.954337899543379
shard-000,616,2026-09-11T09:09:19.318769+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000616-1583c9e5c89a1777.json.gz,7a642b47839972e091c2d988f182b4c0bb7e125b3712334c0df2571832a07b20,1789117759318769364,1311,14.965753424657533
shard-001,1376,2026-09-11T09:10:03.858660+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001376-70332e492e277d3e.json.gz,18daff4533b0f04a881164d9d9cddb001d429dc253497262633543b191b5a017,1789117803858660544,1312,14.97716894977169
shard-000,617,2026-09-11T09:10:09.457389+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000617-884bdbf8706680b1.json.gz,c42e0e5f72c38b3361aee602a4923accbc244232b878d00f93b058a30bb2c44d,1789117809457389274,1313,14.988584474885844
shard-001,1377,2026-09-11T09:12:05.454944+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001377-84d7c52160b32995.json.gz,9970cb5fa74cf0e9f5d599629cbe8df750b3253814b468f407222462d9495747,1789117925454943889,1314,15.0
shard-000,618,2026-09-11T09:12:18.929386+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000618-c51712c7071960fe.json.gz,76db147c3c34dd6484dd349baa94f12ea62a80cfd2d5119b0cc3117c08548981,1789117938929386009,1315,15.011415525114156
shard-001,1378,2026-09-11T09:13:42.548052+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001378-fda74cc3b8784347.json.gz,a9667f94b111b1af5c3418982276029015941e1274544193d63c169ee27c2806,1789118022548052415,1316,15.02283105022831
shard-001,1379,2026-09-11T09:16:41.465455+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001379-147d65872a226c79.json.gz,0b8550846644e0b9b9eae4b2b378bf0e793ead771861a284281b196d7ffabc90,1789118201465455311,1317,15.034246575342467
shard-000,619,2026-09-11T09:16:52.366284+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000619-75a37860dcc3f8d7.json.gz,34bfc18087e67d5667dea745399ae1523479bd959634a58d77a61bfcda1c56fb,1789118212366284322,1318,15.045662100456621
shard-001,1380,2026-09-11T09:18:29.174048+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001380-eb0b46928fcacc9c.json.gz,769a936c0e9dd1b3755bd73c596ca7a9fb0a5090892f4adaa06ae8a15de37bcb,1789118309174048347,1319,15.057077625570777
shard-000,620,2026-09-11T09:18:34.524287+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000620-dc0b63c84abc43f5.json.gz,4b01e7fc23181a97ec4b9bed3ce69ca3a96973df6beb32335291aea4141545ab,1789118314524287406,1320,15.068493150684931
shard-000,621,2026-09-11T09:20:34.751198+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000621-0c3b8d6d4c1165cb.json.gz,51f5e7a8ddea4898052751f1f88382005ab3003d7c1905cd94ef5f67758a7489,1789118434751197674,1321,15.079908675799087
shard-001,1381,2026-09-11T09:20:48.192990+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001381-90a7e9af3f7c7e8c.json.gz,9d48a9072f71b898d7445922171b2721b6a34701fede8c684a7e64d3262dc615,1789118448192990028,1322,15.091324200913242
shard-000,622,2026-09-11T09:21:55.227031+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000622-4cb8add415fbac4e.json.gz,9f7fdd318e739fd02f70550b5fa31a734800c1f61d773f711337ac14d2fe47fc,1789118515227031087,1323,15.102739726027398
shard-001,1382,2026-09-11T09:22:24.980258+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001382-3b128743c914aabf.json.gz,82d9c50155cfcab6e6a7d3efdca8450a88a9d092bc2817bee9430da6a1071229,1789118544980258001,1324,15.114155251141552
shard-000,623,2026-09-11T09:22:35.539704+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000623-16cf7649e12e75b1.json.gz,b075efe23ac992cfdc1dcf8d5670e232ba35d25a46c100ae5ef0c30c77201d40,1789118555539704334,1325,15.125570776255708
shard-000,624,2026-09-11T09:24:16.816260+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000624-32cecb9ba44f10ef.json.gz,7ea659b82f3c9eb7ba288fba17a17434e0a01a2cfd93f7b70f6784ddfc1f0af7,1789118656816260418,1326,15.136986301369863
shard-001,1383,2026-09-11T09:24:28.206982+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001383-ae10e5381353c985.json.gz,96b8b3a148caa1b03b554a091e4a0cb25d7824e4519906d4f0a664a4fd2565a5,1789118668206981597,1327,15.148401826484019
shard-001,1384,2026-09-11T09:26:53.263113+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001384-190da00fbd22b57f.json.gz,5c6e784ec9dd1e44e35aa3c414f1c921a6a78875b09da7cc730c153a9c328ff6,1789118813263112475,1328,15.159817351598173
shard-000,625,2026-09-11T09:27:21.216820+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000625-2ea258ef96807a64.json.gz,ccfbb58b455306ab9f0e973134220831713b0a939c91aa54ca87d2181d07b60d,1789118841216820449,1329,15.17123287671233
shard-001,1385,2026-09-11T09:27:51.643252+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001385-f6e23a1f082d6e37.json.gz,518e4ef2878cecf8c89ffe46bc5ec5d8b06c863194df457d9774feb99c4ad85e,1789118871643251671,1330,15.182648401826484
shard-000,626,2026-09-11T09:28:56.651293+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000626-d76165195e8c749b.json.gz,80aa982813bec01a9339d97412be37dc4b43861ee6089318cdd61ba181a9c318,1789118936651293209,1331,15.19406392694064
shard-001,1386,2026-09-11T09:29:52.704586+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001386-5c9d942979c3f935.json.gz,24dd77c884821f39a4267bff07e1e030ea57a3b935c665d395a71764c0228462,1789118992704585818,1332,15.205479452054794
shard-000,627,2026-09-11T09:30:40.047283+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000627-62db449ccff45b8c.json.gz,1c5843bea95717e4ed3909821e6a2119314be3776040ce31fa8c816d1fb48e41,1789119040047283193,1333,15.21689497716895
shard-001,1387,2026-09-11T09:31:22.775979+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001387-c176a94173a5138c.json.gz,49e046335892fc4fec0c5ca10f5e32d7dd3a891f2a2fd38e5d5a3a642b85fc8c,1789119082775978622,1334,15.228310502283104
shard-000,628,2026-09-11T09:31:33.758505+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000628-d525b33f5a9a2b08.json.gz,8c6f9bf4db9cb238e90308fc280c8641d0a847f89bc8ede1df3f4c75f4ce9d57,1789119093758505395,1335,15.23972602739726
shard-001,1388,2026-09-11T09:34:08.658652+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001388-27634cc97334dade.json.gz,b6214a653e3ace40e67369c39cf4dd4ebba30009436a4409945325aa71f08080,1789119248658652314,1336,15.251141552511415
shard-000,629,2026-09-11T09:34:19.246580+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000629-f29ec9b762a1a9cc.json.gz,3e21fb2989be706b47f85bfe31917b0ac3573e4a403dc846d6d74d7dbaa34155,1789119259246580387,1337,15.262557077625571
shard-001,1389,2026-09-11T09:35:14.018865+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001389-d51eef99d9eaa688.json.gz,ab573595d7ff4da539d2cfaaae221272ff26ca4874778f0e1da6d343291f43f2,1789119314018865278,1338,15.273972602739725
shard-000,630,2026-09-11T09:35:42.577568+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000630-a423113343b32739.json.gz,ed4462c69d91fc0d925dff57a0b9cbde6320c0071a8bb4740df2b47366350a4b,1789119342577567831,1339,15.285388127853881
shard-001,1390,2026-09-11T09:36:01.530335+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001390-eb4f9c73df1dcb79.json.gz,ecf2a4fd815331df2bb410294b22ce702b78fdd292a6127f3b313bc9b55d7d01,1789119361530335360,1340,15.296803652968036
shard-001,1391,2026-09-11T09:37:48.078092+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001391-ae9a53edb898d7de.json.gz,f85cb7e158dcb56ac8429f5945f1c5cfe9b41cd5e2e55d9d53bdee6484fd31b6,1789119468078091973,1341,15.308219178082192
shard-000,631,2026-09-11T09:37:59.002783+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000631-23800df8669ea3e6.json.gz,92a99476a9be31ec418746a51053a163e97bf006c5d2903a9b4e728bb29d8e5d,1789119479002782964,1342,15.319634703196346
shard-001,1392,2026-09-11T09:39:32.034994+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001392-f31e790453961af7.json.gz,65c673d8b03a0310ab265674dc428e82eab770bc53785a5df7c56ac543899ae4,1789119572034993647,1343,15.331050228310502
shard-000,632,2026-09-11T09:39:52.622890+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000632-816fd439851a9002.json.gz,69a736d1b8c7a872610b361747daf2ecd02ed1e488f9e9dbbb0e7f2baf5418dd,1789119592622889547,1344,15.342465753424657
shard-001,1393,2026-09-11T09:40:24.140575+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001393-06393efe290b7f32.json.gz,c9437e31106f13fce3a2923787bb217f56e0d9c96f383374a267f8df3889ff90,1789119624140575124,1345,15.353881278538813
shard-000,633,2026-09-11T09:40:42.311273+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000633-7cebb57a29a59512.json.gz,b97e1a2a57bc95d067dfe652a071d1b3dd57a4caa07dc3e23f8a2a085569fd16,1789119642311273424,1346,15.365296803652969
shard-001,1394,2026-09-11T09:41:28.062047+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001394-706019740e6b6dfb.json.gz,e63e836ed990ceba7376618db198baa7beea297be6cd69b2acbb0544d84bfff9,1789119688062047475,1347,15.376712328767123
shard-000,634,2026-09-11T09:41:50.437837+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000634-7d031925b6ade2f2.json.gz,0ecbde37e2188cca5fa9aa9d310e4142ef643b9ed921ef2faff302057f7c12b7,1789119710437837041,1348,15.38812785388128
shard-001,1395,2026-09-11T09:42:10.648664+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001395-4254c979cd9fa18b.json.gz,669770e0e73a78c9b14a0352b1c5d1794e3df096c48c1b12978501507e265a3c,1789119730648663460,1349,15.399543378995434
shard-000,635,2026-09-11T09:42:32.505205+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000635-1d63dc3d3db4ccf0.json.gz,8c645a60f658159a07c80557f7f36cdbe9512f25db032f10f671fbb2875e099c,1789119752505204996,1350,15.41095890410959
shard-001,1396,2026-09-11T09:43:29.120835+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001396-767b0c886df1b769.json.gz,797746527de229e40ea7831f38dd0e1d6fc12e9e28df70147ab5d81a7336e18f,1789119809120834600,1351,15.422374429223744
shard-000,636,2026-09-11T09:44:43.177664+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000636-181a89090cabe877.json.gz,d8d40c475b32f0155713088ed4206a6a22dfea2211d4cd4c557d9151fd3cff5d,1789119883177663746,1352,15.4337899543379
shard-000,637,2026-09-11T09:46:47.024432+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000637-e888f9f92ad0e238.json.gz,18ab036527a886f69104c2f2835aaf9b24aad0b7ab570ea37d728dda70b7a0b2,1789120007024431799,1353,15.445205479452055
shard-000,638,2026-09-11T09:48:23.624500+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000638-308d3a633d993026.json.gz,da6d0c34de92c3c051c80b8efc6c30c152cf3ef6a926d05673bac115fb598199,1789120103624500150,1354,15.45662100456621
shard-001,1397,2026-09-11T09:48:53.989398+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001397-210d45526a1a91ea.json.gz,e2d647e47fdaf4f46d5636a47afc47f96b205c32b533ef4b49ed0920eebdd855,1789120133989398004,1355,15.468036529680365
shard-000,639,2026-09-11T09:49:20.825504+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000639-49c96d52d842d618.json.gz,bfc6146d5b976dd25598b6bdcc98ebd9ce7af01eb50bed684d5469c5b0c990ab,1789120160825504287,1356,15.479452054794521
shard-001,1398,2026-09-11T09:50:57.352276+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001398-df0f90dd5f787638.json.gz,1821db3361be72be4073ae1a2d8aaf8deaf746035272bb46272fe8a0e8ee227d,1789120257352276205,1357,15.490867579908675
shard-000,640,2026-09-11T09:51:05.339766+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000640-4ba27dcec50c096a.json.gz,e2efc227e2fe1a0a325b2f011e362f0fb646e058afe9d5c9cd47c6a8eff843c9,1789120265339766332,1358,15.502283105022832
shard-001,1399,2026-09-11T09:52:59.775594+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001399-06c98adf0a821e44.json.gz,d975c818544a07f7bb556794da98b7b55d704e2732f3f773230a29adb8174ae7,1789120379775594205,1359,15.513698630136986
shard-001,1400,2026-09-11T09:55:17.475096+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001400-500a3c586e6709c4.json.gz,da1806eee38d20df3d76e1fc01119f6081b3112c06f95c498055804dea780fc7,1789120517475096318,1360,15.525114155251142
shard-000,641,2026-09-11T09:55:31.891747+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000641-99770f52bdb60018.json.gz,a27a985e39a2481cfbab833699b008645773ce3154d0d86fe85fbfa83dd5b03b,1789120531891746757,1361,15.536529680365296
shard-001,1401,2026-09-11T09:56:08.444130+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001401-845ce36d284e3e9a.json.gz,a1b7f0ee3cc4c04fc40c449974d9462478b4e0bb7022ef2f065c842d0e007255,1789120568444130140,1362,15.547945205479452
shard-000,642,2026-09-11T09:56:21.670215+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000642-1e15398137bb149c.json.gz,d99e07abb68a9b80eac978cd4269ba4b2eea495188aec485d07da514afb30420,1789120581670215223,1363,15.559360730593607
shard-001,1402,2026-09-11T09:57:31.997301+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001402-4ceb3a40a6b5d8a9.json.gz,ab060f7958010cdad6fd98da91c833636d957eefe1ce95da0ffc0773dc9ba91a,1789120651997300724,1364,15.570776255707763
shard-000,643,2026-09-11T09:57:49.747164+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000643-82bc5b66848a3562.json.gz,3cfa52fbe7a294d1b17413a9e536ed1887fe7639f57b16e3ff7717a4b6b1d3f3,1789120669747164338,1365,15.582191780821917
shard-001,1403,2026-09-11T09:59:04.272593+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001403-f5e81e83eb48c4a1.json.gz,62cc9230af9a48050a586f70b584f96e19f57d180038dda25e4df7fb991b3cb2,1789120744272593044,1366,15.593607305936073
shard-000,644,2026-09-11T09:59:20.832872+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000644-5f5c3a867c55b862.json.gz,31317e3feae6143690e3cd42f075d22e2fefc8e59b18d6544f65480ab0f3470a,1789120760832872472,1367,15.605022831050228
shard-000,645,2026-09-11T10:00:53.522046+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000645-2a01485a1fcb90d0.json.gz,d6a166ba1d5d33499988a526d5b70b628e26835ec280d604059e77c1f1c1011f,1789120853522045675,1368,15.616438356164384
shard-001,1404,2026-09-11T10:00:58.452652+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001404-2156186cc71e6e8c.json.gz,70d6f9bb3c0d9d7909b2f843bbcb974806d3d966cc24e83731ee9484539f05dd,1789120858452652137,1369,15.627853881278538
shard-000,646,2026-09-11T10:02:29.771382+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000646-b4f2ab22bf4449cf.json.gz,bbaf3b8d54fe90c8ea62162494f1723abb52a2470513225e403aa7812d1036dd,1789120949771381506,1370,15.639269406392694
shard-001,1405,2026-09-11T10:03:01.435095+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001405-70ba51181874af0c.json.gz,6632a8d05aebeb0609fc7fdc0719276ba89119bff0c9df34c42d40dd1308d192,1789120981435095302,1371,15.650684931506849
shard-000,647,2026-09-11T10:04:10.050040+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000647-74e2cc7ccf5e19a1.json.gz,2d06d4471e06b5e8f2f59cccce21a5eeffa7e461ac8df0f8187b73bf95b86303,1789121050050039626,1372,15.662100456621005
shard-001,1406,2026-09-11T10:04:27.375231+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001406-9b22714f581c4c97.json.gz,2a476d13517055dd00367cd9038dfbbc80aa1b0d4035971ce8dc49a0c32ac323,1789121067375231320,1373,15.673515981735159
shard-000,648,2026-09-11T10:04:49.083077+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000648-51372f7e7fb7365a.json.gz,4f1c26dd77578d97363a41b18554a2c4b18e31bec1aec6412f0ac27ca3119a3a,1789121089083077450,1374,15.684931506849315
shard-001,1407,2026-09-11T10:05:44.141017+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001407-55f0ab89fb66c1f8.json.gz,85fe2651ce340894a6a93233c9684f89c04418dfeb364f88b9a60f21c7b3cff2,1789121144141017498,1375,15.69634703196347
shard-000,649,2026-09-11T10:05:49.177163+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000649-f3ba1437a9b00d54.json.gz,458c57b27ac4d3af5fdccec9bca7f36434d9facf14086a66d22ab90147540f95,1789121149177162701,1376,15.707762557077626
shard-000,650,2026-09-11T10:07:39.569470+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000650-5cd1282dc10d4eb5.json.gz,96527865e8ae95b218b6adf8eb82d665aced341766074a6de592577fbf21e17a,1789121259569469891,1377,15.719178082191782
shard-001,1408,2026-09-11T10:07:45.416468+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001408-1f315195b279c8e9.json.gz,35a45dea5404342f4c7b79eecf71a56289a5e6b2df4c5e6ec60deb063bd6765d,1789121265416468467,1378,15.730593607305936
shard-000,651,2026-09-11T10:09:42.497930+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000651-56e116f65437fbdd.json.gz,2dd50c2eec228144691c0a01e66c1179d8f9a0e94a113e1c8f43cc458a71c861,1789121382497930289,1379,15.742009132420092
shard-001,1409,2026-09-11T10:10:29.652498+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001409-77ce2bbaa96f688a.json.gz,c5dde72f67c74a784df62850ee20cea8c9695ac6417a1af2b286872c3fa3a5e4,1789121429652497472,1380,15.753424657534246
shard-000,652,2026-09-11T10:10:46.221238+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000652-e8c2b9c509ba54fa.json.gz,009ea5539ad8ffd19bfb61fe6ab3a29c482cdcfd93641bae0f1e24e7fd6e7dac,1789121446221237901,1381,15.764840182648403
shard-001,1410,2026-09-11T10:12:25.149785+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001410-b785763e80a34110.json.gz,3a4f163ed0732d38b59fe46ed6b1ba64556062331ba805f48d953a9b078671a1,1789121545149784697,1382,15.776255707762557
shard-000,653,2026-09-11T10:12:50.763147+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000653-5f1e4fdd158a7591.json.gz,f4b96744a5f15cfbb088157b3e84c800027760ccaffe3b729c8ca5b8d622610a,1789121570763146760,1383,15.787671232876713
shard-000,654,2026-09-11T10:15:42.206808+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000654-b9db66b25479033d.json.gz,eddfb592b783e05a9ac17db8e3972d544fef3e156affba92c849ffe43109b8ac,1789121742206807796,1384,15.799086757990867
shard-001,1411,2026-09-11T10:16:10.239514+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-001411-f8b131a5c9d5b208.json.gz,73398fbb2ddc3b6cebf9be050d425c7545362c684aff710468081142074bb3c4,1789121770239513856,1385,15.810502283105023
shard-000,655,2026-09-11T10:17:28.443744+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000655-84a3189cdc0409ad.json.gz,16b59aceb50b1cfcc9f3dfcfe3ad730c0bafcaad77f1aab5edea97108bfede46,1789121848443743651,1386,15.821917808219178
shard-000,656,2026-09-11T10:19:02.620285+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000656-f1213d7929807639.json.gz,801b4b92e7c56a4a494cd4c922ec8c79d7e021e208d7fb31bd52867025e4b381,1789121942620285194,1387,15.833333333333334
