iteration,timestamp,shard,generator_l1_mw,battery_l1_mw,soc_end_l1_mwh,soc_initial_l1_mwh,generator_net_change_mw,generator_counterdirection_mw,battery_net_change_mw,generator_l1_pct_load,battery_l1_pct_fleet_rating,soc_end_l1_pct_fleet_capacity,controller_id,archive_sha256,policy,operator_intervention,storage_bus_41.delta_b_mw,storage_bus_41.delta_soc_end_mwh,storage_bus_65.delta_b_mw,storage_bus_65.delta_soc_end_mwh,storage_bus_89.delta_b_mw,storage_bus_89.delta_soc_end_mwh,storage_bus_105.delta_b_mw,storage_bus_105.delta_soc_end_mwh,opposing_6h_mw,battery_6h_mw,generator_rank,battery_rank,spatial_score,temporal_score,joint_score
834,2025-02-04 18:00:00+00:00,shard-001,898.128174587056,31.749915068702055,34.743156560724984,66.49307162942586,167.9010230908853,365.1135757480854,31.74972225574564,17.715996804543096,11.71690104672492,3.205379656859094,ac-834-00-primary_controlling,141c66067ec03cf826b712455ff62458e3b82e8565e385da481c611499847945,legacy,False,9.533269173791204,8.869785880912673,22.216548989144925,25.873272412865845,4.992877173636271e-07,5.947640602244064e-08,-9.640647820587277e-05,-9.820747006017427e-05,224.87090604459,20.96449537968395,0.06666666666666667,0.7144827586206897,-0.647816091954023,0.7144827586206897,0.06666666666666667
835,2025-02-04 19:00:00+00:00,shard-001,892.0219036744711,26.661790297429487,8.081373279722929,34.743156560724984,172.27280820307675,359.8745477356972,26.661674420169337,17.660096147330826,9.83919352122798,0.745581923882854,ac-835-00-primary_controlling,d90c68680447165efe79eefee3839d4c3480b0d6e8a9f4e50b4cc1ce16babda8,legacy,False,7.251222629192551,1.6185632517201214,19.410506161916913,6.462766250948903,3.567689946275229e-06,-3.5082135383390778e-06,-5.793863007429227e-05,-4.026884036534284e-05,253.1074234606784,16.249169862577318,0.11298850574712643,0.6581609195402299,-0.5451724137931035,0.6581609195402299,0.11298850574712643
836,2025-02-04 20:00:00+00:00,shard-001,875.6388716097509,12.465708844457737,4.384420939343946,8.081373279722929,184.83818672491313,345.4003424424189,12.465706664959136,17.50278472444529,4.600310794272807,0.4045036512878917,ac-836-00-primary_controlling,3e0cb1a1fbe90276b3a362fb11466bcebd5fc4a26e5333e549f4dc57e17a66e5,legacy,False,1.622170704132688,-0.0036074524125659,10.843492620679273,-4.380726369730382,-1.0897492991202549e-06,-2.4184641631563863e-06,4.442989647628374e-05,-8.469873683480955e-05,281.76935529893643,15.693264304130565,0.18517241379310345,0.6502298850574713,-0.4650574712643678,0.6502298850574713,0.18517241379310345
837,2025-02-04 21:00:00+00:00,shard-001,841.3137250851834,4.384483624994447,0.0001555139675107,4.384420939343946,198.2867495023036,321.5134877914399,-4.384481986018077,17.071342922372008,1.6180377384910536,1.4347611361828451e-05,ac-837-00-primary_controlling,4bff78def1c287b806800e0bc946bec282ae1b0ab2a386653e5acb5cccf1eb11,legacy,False,-0.0036073852364921,-6.717602926697985e-08,-4.380834650051005,0.00010828032066,8.194881852410718e-07,-3.2379523418057943e-06,-4.077021876493288e-05,-4.3928518479674494e-05,319.1590878818226,14.272549310975208,0.3106896551724138,0.6318390804597701,-0.3211494252873563,0.6318390804597701,0.3106896551724138
838,2025-02-04 22:00:00+00:00,shard-001,816.6256751878786,6.568475933599107e-05,0.0001064606430234,0.0001555139675107,188.7677242901185,313.92897544888007,1.5943671208135208e-05,16.899490100072608,2.4240122335836236e-05,9.82198548388011e-06,ac-838-00-primary_controlling,73b7846b94d8e2e1a0823b81428f9eee18f1a95f1e36630e1410a5141a58ebd6,legacy,False,2.9505990055307393e-06,-3.017774999267142e-06,3.249849766005609e-05,7.578182248835219e-05,5.365118606476309e-06,-8.6030709383067e-06,-2.4870544063927933e-05,-1.9057974597558314e-05,340.9732398702879,13.664787734038486,0.3913793103448276,0.6225287356321839,-0.23114942528735632,0.6225287356321839,0.3913793103448276
839,2025-02-04 23:00:00+00:00,shard-001,709.1970709414487,4.543830258238686e-05,7.062059857487063e-05,0.0001064606430234,183.52400650102936,262.8365322202097,1.7204006472692804e-05,15.020508824450266,1.6768425803248512e-05,6.515407707168307e-06,ac-839-00-primary_controlling,0682d910bfbfb192f93f88db7702e192ab06c10d70657dff01f0ad00782d76b5,legacy,False,4.7991295961615535e-06,-7.816904045492012e-06,2.6522024931378276e-05,4.925979646941414e-05,-2.2146567348869537e-06,-6.388414021785138e-06,-1.1902491319960074e-05,-7.155484038179338e-06,328.11124356445515,12.543668159774272,0.34563218390804595,0.6072413793103448,-0.2616091954022989,0.6072413793103448,0.34563218390804595
840,2025-02-05 00:00:00+00:00,shard-001,553.3372352644591,0.0003744604767747,0.0003900671942719,7.062059857487063e-05,177.46270905793162,187.93726310326372,0.0003597299555183,12.02505064202893,0.0001381898610684,3.598733025716732e-05,ac-840-00-primary_controlling,d69b0eb0754f00be2414f013c9741b85b1e671f27857f4ff349bd593a14aa7e8,legacy,False,0.0003469535360747,-0.0003547704401159,2.0141680071823653e-05,2.911811645844864e-05,-2.1321138402714195e-06,-4.256300158544946e-06,-5.233146787918164e-06,-1.9223375389287867e-06,298.58185812365156,7.252078058403394,0.2374712643678161,0.47942528735632184,-0.24195402298850574,0.47942528735632184,0.2374712643678161
841,2025-02-05 01:00:00+00:00,shard-001,546.7536830368437,0.0277004245253105,0.0280433050306283,0.0003900671942719,170.25922300049717,188.24723001817324,0.0276933240342582,12.191393426952922,0.0102224882306938,0.0025872559765592,ac-841-00-primary_controlling,7385b17a4958deea216ebf5e4135fbad1e9901efcd5134200e7cce6a91b4ce2a,legacy,False,0.0276766301766877,-0.0280314006168038,2.0244103096596986e-05,8.874013360582467e-06,-1.4269038379839212e-06,-2.82939630835699e-06,-2.123341688146059e-06,2.0100415554225037e-07,269.9773051707309,2.813063079586031,0.15471264367816093,0.30724137931034484,-0.15252873563218391,0.30724137931034484,0.15471264367816093
842,2025-02-05 02:00:00+00:00,shard-001,623.3042223437348,4.153431306139341e-05,0.0280648158923054,0.0280433050306283,158.49730278123016,232.4034597812523,3.966089671559514e-05,14.239898457557867,1.5327708283029918e-05,0.0025892405538184,ac-842-00-primary_controlling,0d494b55c4928c076645f1997db3ce2667837d7d92d2754f6d1419d873452cf7,legacy,False,1.2807879930333853e-05,-0.0280442084967359,1.2730968013218643e-05,-3.856954663206125e-06,-9.367081728991324e-07,-1.8926881182323996e-06,1.5058756944941772e-05,-1.4857752788088874e-05,251.1444913938698,0.7354518612285853,0.10873563218390804,0.19402298850574712,-0.08528735632183908,0.19402298850574712,0.10873563218390804
843,2025-02-05 03:00:00+00:00,shard-001,678.9664659110715,4.007105865361644e-05,0.0280923897058226,0.0280648158923054,148.99191352732365,264.98727619187395,2.7573813437295476e-05,15.84018141198451,1.4787712914065685e-05,0.0025917844948318,ac-843-00-primary_controlling,47d9c0947c7554c78daec6c3b07aee8569579daf4ef33a72e81496bfdf0f0b1f,legacy,False,1.782180074783441e-05,-0.0280620302974842,1.6000635297621546e-05,-1.985759001854603e-05,-6.539193792433372e-07,-1.2387687604586972e-06,-5.594703228917141e-06,-9.26304955939372e-06,241.7234561272755,0.004711268905953098,0.09,0.13586206896551725,-0.045862068965517255,0.13586206896551725,0.09
844,2025-02-05 04:00:00+00:00,shard-001,718.4681877349482,3.443691039967621e-05,0.028119188916333,0.0280923897058226,143.024432828382,287.72187745328307,2.6799210596454503e-05,17.03020432624558,1.27085023892139e-05,0.0025942569715061,ac-844-00-primary_controlling,ad04794be0a3e2db2a5919c9c512266622bd783aa027f7c9ea396008db707f7e,legacy,False,1.8659085391134836e-05,-0.0280806893829619,1.195897510693052e-05,-3.1816564842301887e-05,-3.99814394200942e-07,-8.389543495468388e-07,-3.4190355074099114e-06,-5.84401417924596e-06,237.35560646134263,0.004706060931130379,0.08436781609195403,0.135632183908046,-0.05126436781609196,0.135632183908046,0.08436781609195403
845,2025-02-05 05:00:00+00:00,shard-001,755.4105438430327,5.38167840855098e-05,0.0281666478070687,0.028119188916333,137.57137858063464,308.919582631199,4.745889050257512e-05,18.07462164555274,1.9860397497707587e-05,0.0025986354960261,ac-845-00-primary_controlling,61a076cbee0128652e55b1bd40436584e1e20bf25599cc1bbf3d92e05ef0328b,legacy,False,2.869101469659829e-05,-0.0281093803977189,2.194682259744417e-05,-5.376338742735243e-05,-3.108712450614482e-07,-5.280831061327262e-07,-2.868075546405889e-06,-2.975938816263124e-06,245.03611486317422,0.004707457344714233,0.0967816091954023,0.1357471264367816,-0.03896551724137931,0.1357471264367816,0.0967816091954023
846,2025-02-05 06:00:00+00:00,shard-001,760.1450008520342,5.059338465464454e-05,0.0282120521108799,0.0281666478070687,135.87378782922556,312.1356065114043,4.540430309468786e-05,18.223461364071767,1.867084306634005e-05,0.0026028244657737,ac-846-00-primary_controlling,ed4c2401396f76473c0dfd3afae41eefd050775cb886e638476c530228bdbb5b,legacy,False,2.2919966180389508e-05,-0.0281323003640485,2.5078877694276693e-05,-7.884226522492099e-05,-2.404042943802313e-07,-2.8767883009095385e-07,-2.3541364855981113e-06,-6.218027763793543e-07,265.73583876453097,0.004653479496027557,0.144367816091954,0.13528735632183908,0.00908045977011493,0.13528735632183908,0.13528735632183908
847,2025-02-05 07:00:00+00:00,shard-001,831.9986372944245,6.981714089709601,6.953660035804564,0.0282120521108799,133.27602628556986,349.3613055044273,-6.981591419597263,19.83174851111394,2.5765125024316076,0.6415398779476048,ac-847-00-primary_controlling,87156b0590ac1fd6753f5412d15064b993823895ea8c8d732d3d412575fdd741,legacy,False,-6.981647264243936,6.953514963879886,6.13350561688944e-05,-0.0001401773212137,-1.3084112462111698e-07,-1.568378706906515e-07,-5.359568371316526e-06,4.737765593176846e-06,292.58818467890666,1.1636557570267427,0.21758620689655173,0.2189655172413793,-0.0013793103448275779,0.2189655172413793,0.21758620689655173
848,2025-02-05 08:00:00+00:00,shard-001,806.4161684949491,16.3224078245046,22.83349180738393,6.953660035804564,109.33176854486868,348.54219997504026,16.322407719492354,18.973030854446044,6.023576343753264,2.106602202552432,ac-848-00-primary_controlling,f06263a676363ee8501f1845b19062467e83672991fdf89adf54a29bf6271696,legacy,False,0.2212871455613925,6.732227818318492,16.101119798042276,-16.10125997536352,-5.250612417641746e-08,-1.0433177521917969e-07,8.28394810212911e-07,3.909370143162505e-06,311.9446413778713,3.8840501387253323,0.2854022988505747,0.35022988505747127,-0.06482758620689655,0.35022988505747127,0.2854022988505747
849,2025-02-05 09:00:00+00:00,shard-001,772.6289028152951,22.089941116353483,44.66765355379152,22.83349180738393,107.72136890099542,332.4537669571498,22.089939934021647,17.830911889361044,8.15201091493423,4.121006903063201,ac-849-00-primary_controlling,41dca7309da20481dccd2ca2455b09140941d05c861a8c4bde14db3b431430ea,legacy,False,0.1278896498566624,6.60433816846183,21.962050875330902,-38.063310850694506,-3.5116333847440925e-08,-6.921554529526476e-08,-5.560495854915002e-07,4.46541964294056e-06,323.1890565054173,7.565700312941137,0.325632183908046,0.49195402298850577,-0.16632183908045978,0.49195402298850577,0.325632183908046
850,2025-02-05 10:00:00+00:00,shard-001,721.6320533890602,42.89135941170235,86.54363787145749,44.66765355379152,92.4190916578694,314.60648086559536,42.8913593518892,16.258801104011283,15.828508923535034,7.9844563282237795,ac-850-00-primary_controlling,a20af6e287f00aa2b7462712bf87fe9b11870d7ca27a5adbee02e4e4b1e0e83c,legacy,False,0.5076862738996919,6.096651894562136,42.38367186468417,-80.4469827153788,-2.9906572898051535e-08,-3.930897207737871e-08,1.2432119092277986e-06,3.2222075745380607e-06,327.6698237408027,14.714254475406463,0.34390804597701147,0.6380459770114942,-0.29413793103448277,0.6380459770114942,0.34390804597701147
851,2025-02-05 11:00:00+00:00,shard-001,701.8030475356327,23.64888920872528,97.99974662828028,86.54363787145749,118.95040646873883,291.4263205334469,23.648889142272346,15.391706550229069,8.727320817205653,9.041389019175533,ac-851-00-primary_controlling,5268e3122be59b6296ceffde736bc7aed9cac5912efdd9c3b1e956f29fe3f42e,legacy,False,6.096388969375898,0.0002629251862344,17.552498982774146,-97.99948169815298,-3.322646703428634e-08,-6.082501613491331e-09,1.2233487676230573e-06,1.998858582652474e-06,324.754280057844,18.655727040729996,0.3317241379310345,0.6909195402298851,-0.3591954022988506,0.6909195402298851,0.3317241379310345
852,2025-02-05 12:00:00+00:00,shard-001,758.5305745971401,84.52725868664007,13.472488069134693,97.99974662828028,236.4901304030045,261.0202220970678,-84.52688065663173,16.176936630832593,31.193706302495904,1.2429624553141083,ac-852-00-primary_controlling,4ace3414d8f58297db6fb5e752de4b6bf6075b10864981786a03edb9e2d0c150,legacy,False,0.0001869831124659,7.594207370686945e-05,-84.5270696716359,-13.472412026517077,6.3747471034915e-08,-6.982998002058595e-08,1.9681442300278805e-06,3.0713927401393455e-08,316.23504932212126,32.74359505627256,0.29919540229885055,0.8140229885057472,-0.5148275862068966,0.8140229885057472,0.29919540229885055
853,2025-02-05 13:00:00+00:00,shard-001,649.097776644181,13.474734838848985,0.0023986538629117,13.472488069134693,173.4917068417001,237.80303490124044,-13.474729098895953,13.471967209327405,4.972678962952093,0.00022129815069,ac-853-00-primary_controlling,ac3662fc796d07fde7dd31cb78a892dd85cb509fce063e35c5217414c2068325,legacy,False,-0.0011470935293822,0.0012230356030968,-13.47358445213438,0.0011724256175966,-4.232087036855612e-07,3.533786951948059e-07,2.8699765161072848e-06,-2.8392635229579355e-06,297.64200422159007,33.82576518112912,0.23413793103448277,0.8212643678160919,-0.5871264367816091,0.8212643678160919,0.23413793103448277
854,2025-02-05 14:00:00+00:00,shard-001,555.2391431736621,4.892409165328398e-05,0.002382548696687,0.0023986538629117,174.01112651849022,190.61400832758596,3.018253856777023e-05,11.242306781595987,1.8054811783339463e-05,0.0002198122991642,ac-854-00-primary_controlling,e3407c28a8d30dc2dd2449f92983b0d97101cf38822e073a5feaadfbea835ec1,legacy,False,1.5854466477466708e-05,0.0012071811366425,1.6660162630928404e-05,0.0011557654548823,-9.370776542756874e-06,9.724155233925558e-06,7.038686002131991e-06,-9.87794992823865e-06,271.3206389470144,31.105372031060302,0.15839080459770116,0.8006896551724138,-0.6422988505747126,0.8006896551724138,0.15839080459770116
855,2025-02-05 15:00:00+00:00,shard-001,442.2869412109651,9.936621357447786e-05,0.0024009776121225,0.002382548696687,195.5857017327404,123.35061973911236,9.936621357447786e-05,8.769751348829658,3.666983326791894e-05,0.0002215125381892,ac-855-00-primary_controlling,5b0415f40cdcb1b100d7b108634cd787634c790dfea43dce69cc2a7b576df34b,legacy,False,1.656955596504202e-05,0.0011906115806894,2.18215664176266e-05,0.0011339438883624,2.0775270107099673e-06,7.646628105817399e-06,5.8897564181099274e-05,-6.877551496486944e-05,236.4701144106748,27.42373173937032,0.08275862068965517,0.7708045977011494,-0.6880459770114942,0.7708045977011494,0.08275862068965517
856,2025-02-05 16:00:00+00:00,shard-001,755.4531225673063,0.0002608507953909,0.0026281537703134,0.0024009776121225,201.63202660288957,276.91054798220836,0.0002608507953909,14.740711676559858,9.62636577434074e-05,0.0002424716538273,ac-856-00-primary_controlling,d0c198d9edaf88d0bdcfc4865b9a943e6c018ff19944e88194f58bea2eff1599,legacy,False,7.639018404452547e-06,0.0011829725623258,8.318558303590068e-06,0.0011256253301326,8.797418203600921e-07,6.766886031073227e-06,0.0002440134768625,-0.0003127889918239,230.18745893011032,20.275215312552493,0.07333333333333333,0.706551724137931,-0.6332183908045976,0.706551724137931,0.07333333333333333
857,2025-02-05 17:00:00+00:00,shard-001,995.3202140876832,6.9283041678154,6.928458946182545,0.0026281537703134,199.41149217443729,397.9543609566229,6.928205479811279,19.21997207410987,2.5568022522342915,0.6392148428039524,ac-857-00-primary_controlling,c078c4f4b149e0ba9ad3a52aff52cade9108cf1a57c9feaf4e7fc7d5acbfc63f,legacy,False,6.928250452676327,-6.9270674801139975,2.540475674202265e-06,0.0011230848543846,1.830661338231636e-06,4.936224399898492e-06,-4.934400205999019e-05,-0.0002634449897627,247.94213233397295,17.48845113906751,0.10275862068965518,0.6765517241379311,-0.5737931034482759,0.6765517241379311,0.10275862068965518
858,2025-02-05 18:00:00+00:00,shard-001,977.6082872693852,13.130351455938866,18.340713923014395,6.928458946182545,195.63987554530817,390.9842058620385,11.41450467018086,18.796674690288036,4.845588669609172,1.692101614266103,ac-858-00-primary_controlling,074b57915ecdb360c907999bf2e356620494bc6bb431eaad996c40a7574801f1,legacy,False,-0.8577957765789481,-6.069271703535051,12.272426301239308,-12.271303216384808,1.7618205563474311e-06,3.1744037158887295e-06,-0.0001276163000548,-0.0001358286908192,269.6027962948014,5.5889666006173115,0.15367816091954023,0.4127586206896552,-0.25908045977011496,0.4127586206896552,0.15367816091954023
859,2025-02-05 19:00:00+00:00,shard-001,966.5465004766572,24.402230657509396,42.23679904342491,18.340713923014395,182.26018682374448,392.1431568264564,23.8960884799717,18.61979432813959,9.005331866706099,3.896737942852443,ac-859-00-primary_controlling,56283e2697d2b08e7cdae741d1e65daf1a27f6b7bb8efe6637c2777a4d4596ce,legacy,False,-0.2530508114669061,-5.816220892068149,24.14915788895996,-36.42046110534477,1.6797805859631245e-06,1.4946231203794014e-06,-2.0277301942668333e-05,-0.0001155513888768,295.3261499490041,7.41021590372738,0.2260919540229885,0.4845977011494253,-0.2585057471264368,0.4845977011494253,0.2260919540229885
860,2025-02-05 20:00:00+00:00,shard-001,945.8270005198314,17.929353993968373,58.80761658318305,42.23679904342491,187.19931101545023,379.31384475219056,16.570819476046015,18.36707298497361,6.61659932394955,5.425550137755561,ac-860-00-primary_controlling,ebfc1ea8961e6aa54eb98cb009099bfcba5416595b50424f748a96543bbeae2a,legacy,False,-0.6792107569672119,-5.137010135100935,17.25008576686281,-53.67054687220758,9.681443859037702e-07,5.264786295811064e-07,-5.650199396623921e-05,-5.9049395897403656e-05,326.77612268643816,10.398433415373502,0.33988505747126435,0.570919540229885,-0.23103448275862065,0.570919540229885,0.33988505747126435
861,2025-02-05 21:00:00+00:00,shard-001,923.172828818074,18.713634679986704,40.093982463207006,58.80761658318305,219.75848255111484,351.70717313347956,-18.71363306701905,18.17297041586959,6.906028104185653,3.699043163375345,ac-861-00-primary_controlling,c14e849643974f1343df0193b96128d518c511016981a6b55af99e99fbcb0dfc,legacy,False,-5.126228026510043,-0.0107821085908885,-13.587403815924104,-40.08314305628352,8.064838305330951e-07,-2.8000543750295037e-07,-2.031068728018158e-06,-5.701832716198396e-05,364.83554825216606,13.51735596766902,0.5062068965517241,0.6203448275862069,-0.11413793103448278,0.6203448275862069,0.5062068965517241
862,2025-02-05 22:00:00+00:00,shard-001,887.4324646206619,40.093946647074155,5.881423314046952e-05,40.093982463207006,238.06808877319608,324.6821879237329,-40.09394204866434,17.79498387608496,14.796159436014545,5.426160576766405e-06,ac-862-00-primary_controlling,86e1b0102b49670653c47c208603d933fb1f20e23b25a09ae566f7cf3a8ca213,legacy,False,-0.0107628117603265,-1.9296830567117063e-05,-40.083152256128386,9.199845123930572e-06,2.2992049094239098e-06,-2.579210843123292e-06,-2.9279980533380177e-05,-2.7738346606298592e-05,372.7974882424201,20.19963693371548,0.5594252873563218,0.7055172413793104,-0.14609195402298858,0.7055172413793104,0.5594252873563218
863,2025-02-05 23:00:00+00:00,shard-001,824.6228439697884,4.48540460951235e-05,6.0778841863312616e-05,5.881423314046952e-05,192.1456264866835,316.2386087415524,2.614582990277973e-06,16.907417080969264,1.6552813401377235e-05,5.6074140222581106e-06,ac-863-00-primary_controlling,3e3fdd2cc5f23a44b69a1cd637a5b0f8f3da63302f376b13fa3f01000bc1bb99,legacy,False,1.8951227257130708e-05,-3.824805794741537e-05,3.249873717599718e-07,8.874857712726225e-06,4.458099913810058e-06,-7.037311121393941e-06,-2.1119731552422764e-05,-6.6186150817770795e-06,359.178196206575,19.044927048087263,0.47390804597701147,0.6944827586206896,-0.22057471264367817,0.6944827586206896,0.47390804597701147
864,2025-02-06 00:00:00+00:00,shard-001,763.3199893532793,2.7146057392656583e-05,8.0410378558049e-05,6.0778841863312616e-05,186.62177044282691,288.3491094552262,2.443666322808096e-05,16.04896418283775,1.0017906113771388e-05,7.418606054974142e-06,ac-864-00-primary_controlling,e39deea15aa3857c9e72fa404b672f121e6255d8a5feb0781f1070d29bcb47af,legacy,False,4.507112422668004e-06,-4.275517036916865e-05,2.4025632588724177e-06,6.472294444392901e-06,1.888168462882835e-05,-2.591899574611034e-05,-1.3546970822878111e-06,-5.26391799837711e-06,342.0723468054396,16.856539663107018,0.39586206896551723,0.667816091954023,-0.2719540229885058,0.667816091954023,0.39586206896551723
865,2025-02-06 01:00:00+00:00,shard-001,698.547578325105,3.0929524832264855e-05,7.232897011191786e-05,8.0410378558049e-05,181.78735298591076,258.3801126695971,4.863180844395358e-06,15.06645000201041,1.1414146497642376e-05,6.673020886662725e-06,ac-865-00-primary_controlling,23f6dc6b49fe22bf1c326335e3a01bd46a69a2dc2b68ccc17e6012dab6e701d9,legacy,False,9.711415304031403e-06,-5.2466585642313435e-05,8.184937534298705e-06,-1.712642983875412e-06,-1.163378728293456e-05,-1.4285208422393223e-05,-1.3993847110001885e-06,-3.864533063335784e-06,319.7785061126298,12.789506375109594,0.31333333333333335,0.6102298850574712,-0.29689655172413787,0.6102298850574712,0.31333333333333335
866,2025-02-06 02:00:00+00:00,shard-001,724.4247198825383,0.1678141486283491,0.1678579071824091,7.232897011191786e-05,175.1561420179333,274.6342889323025,0.167780313048385,16.012948256428178,0.0619296703460169,0.0154864547205151,ac-866-00-primary_controlling,ad95d5299bf1ef69140df6ed76ae34b5d09a9885d993e515cc701a68d3882f56,legacy,False,0.1677720473438258,-0.1678245139294676,2.442768048062157e-05,-2.6140323370782426e-05,-1.6917789982035206e-05,2.6325824791229024e-06,7.558140606076989e-07,-4.620347091588428e-06,302.33191347598176,9.829249734219589,0.24954022988505747,0.5570114942528736,-0.3074712643678161,0.5570114942528736,0.24954022988505747
867,2025-02-06 03:00:00+00:00,shard-001,747.1151772443386,6.665324901880734e-05,0.1679231624057833,0.1678579071824091,167.55465356577767,289.78026183928046,4.230258241339374e-05,16.878124878081728,2.459753109594717e-05,0.0154924751224075,ac-867-00-primary_controlling,8dfd7c34287267515d4bf1f8e07d03d6fd5a23418e10ade7c7f68f314a239024,legacy,False,5.0095791908030966e-05,-0.1678746097215564,4.382123808069577e-06,-3.0522446877512266e-05,-1.1476320094150198e-05,1.4108903513943004e-05,-6.990132085566022e-07,-3.921333835421592e-06,292.0107615936153,6.710321729763307,0.21551724137931033,0.4593103448275862,-0.24379310344827587,0.4593103448275862,0.21551724137931033
868,2025-02-06 04:00:00+00:00,shard-001,762.5382045432898,3.376015981428677e-05,0.1679484152042757,0.1679231624057833,159.64083598988893,301.4486842767004,3.1391532483195156e-05,17.52685768572265,1.2458756220596973e-05,0.0154948049281759,ac-868-00-primary_controlling,1e6d17e62bd1cc87744af7b9f86f15b7ebc7609431ca429a6dfb28f6e9622981,legacy,False,1.5107844852058157e-05,-0.1678897175664072,1.4398634548980443e-05,-4.492108143949736e-05,3.0693667477023643e-06,1.1039536772727844e-05,-1.18431366554581e-06,-2.7370196562515048e-06,288.1385109857765,0.02800291527758489,0.20275862068965517,0.14275862068965517,0.06,0.14275862068965517,0.14275862068965517
869,2025-02-06 05:00:00+00:00,shard-001,750.6486997652844,21.439878260203947,21.60780720586226,0.1679484152042757,131.94084920913824,309.35392527807306,21.43987644294181,17.450515479517396,7.912113512274285,1.993521386749868,ac-869-00-primary_controlling,ebd9cb33ced853f4066ff14cad10f4c06d220970dd1b1480f991f4a312916dad,legacy,False,0.0006429657603195,-0.1685326833267154,21.43922555967096,-21.439270480752384,8.826141595095715e-06,2.213395163153109e-06,-9.086310700515124e-07,-1.8283879974489992e-06,286.9910637418633,3.6013084829705604,0.1993103448275862,0.3391954022988506,-0.1398850574712644,0.3391954022988506,0.1993103448275862
870,2025-02-06 06:00:00+00:00,shard-001,718.6956931287341,56.45337319570454,78.06117464603344,21.60780720586226,93.42796258038712,312.6338652741735,56.45337186696223,16.782109056580737,20.833397067570285,7.201870122640902,ac-870-00-primary_controlling,e5d07f338cc9d2ac8e5d43f0294867ef22d48c0aa9937b96066458e469e2d33b,legacy,False,3.418429715289749e-05,-0.1685668676237942,56.45329367702678,-77.89256415777908,4.467000945795328e-05,-4.245661428115e-05,-6.643711551739944e-07,-1.164016275367885e-06,291.0385230450211,13.010199491245084,0.2132183908045977,0.6126436781609196,-0.3994252873563219,0.6126436781609196,0.2132183908045977
871,2025-02-06 07:00:00+00:00,shard-001,832.082706216614,6.090145489468753e-05,78.0612312770553,78.06117464603344,139.29023046237376,346.39623787712014,5.663102208956876e-05,19.374740612067587,2.247490486379452e-05,7.201875347379912,ac-871-00-primary_controlling,50dfa12947d1b870bef8a95137531a65f62d882d21ba309423877561c4185926,legacy,False,2.360510094003266e-05,-0.1685904727247336,3.5161137552095485e-05,-77.89259931891667,-1.7055758016896924e-06,-4.075103836953531e-05,-4.296406008696907e-07,-7.3437553282929e-07,305.707877246275,13.010204486566762,0.26091954022988506,0.6127586206896551,-0.3518390804597701,0.6127586206896551,0.26091954022988506
872,2025-02-06 08:00:00+00:00,shard-001,856.8813542659638,3.9580383374720896,81.68208310402467,78.0612312770553,140.84159577802873,358.0198792439675,-3.958010775624453,19.756750314888755,1.4606635463103916,7.535932639105352,ac-872-00-primary_controlling,d80b20c113829901f93ea49e622bb6c8a85eac24b9705a4668f2d4c337c3486d,legacy,False,-3.958021774021755,3.7894313012970224,1.3780923818548129e-05,-77.89261309984047,-2.4878552284001207e-06,-3.826318304334109e-05,-2.946712870196432e-07,-4.397041237780286e-07,319.60547563155257,13.64190851804072,0.3128735632183908,0.6222988505747127,-0.30942528735632185,0.6222988505747127,0.3128735632183908
873,2025-02-06 09:00:00+00:00,shard-001,878.0634480126532,28.296679117319673,53.38540398670372,81.68208310402467,160.22780367014403,358.9178221712546,-20.79675420187439,19.924517386072655,10.442528380033108,4.925300544096956,ac-873-02-copied_target_free,c9ef22e433bb5889c0d96228701a4c36238d5ac4a1c754c89b1c86cb2de6c707,legacy,False,3.749962457722642,0.0394688435743901,-24.546714023703608,-53.3458990761369,-2.4393324553201854e-06,-3.5823849302119015e-05,-1.9656096768205986e-07,-2.4314312341289224e-07,331.1284023535482,18.358010595385828,0.3564367816091954,0.6878160919540229,-0.33137931034482754,0.6878160919540229,0.3564367816091954
874,2025-02-06 10:00:00+00:00,shard-001,845.7134681478835,21.19161594207962,74.52231083210049,53.38540398670372,122.2371291980163,361.7381694749336,21.19160720752306,18.797001965078177,7.820495471444917,6.875376988439086,ac-874-00-primary_controlling,6266c2aac580862c202ccb0afa46ecbc39044d2a3a81c6ac2a93e6e35c958cb3,legacy,False,0.0273501810626555,0.0121186625117331,21.164261393738684,-74.51016046987559,-4.231594467061298e-06,-3.1592253890266875e-05,-1.3568381212895978e-07,-1.0745927170319193e-07,341.1766498865871,21.889940959039127,0.39206896551724135,0.723103448275862,-0.3310344827586207,0.723103448275862,0.39206896551724135
875,2025-02-06 11:00:00+00:00,shard-001,832.3451756685027,41.76569987836022,116.27224800834556,74.52231083210049,107.978105165183,362.18353525165986,41.76569987836022,18.06499288156944,15.413098635478118,10.72719739128531,ac-875-00-primary_controlling,b18f9a3dcf7b26bc6f5f82349233c73cca8d7c7b739461c812cb4c9e66c00acf,legacy,False,0.0078813510574411,0.0042373114543612,41.75781157981811,-116.2679720496937,4.937668250829655e-06,-3.652992168667879e-05,2.0098164180810135e-06,-2.117275816004849e-06,349.9815848821849,25.277577895398508,0.43057471264367814,0.7539080459770114,-0.3233333333333333,0.7539080459770114,0.43057471264367814
