source,bytes,sha256,group,scenario,disposition,destination,purpose,producer,dependencies
outputs/analysis/s5_timing_20260914T181320Z/solve-effort-summary.json,893,b4842ac4f293768279bf3ded2673d08c7b0ba9122a259894004358ed0b3fa582,analysis/s5_timing_20260914T181320Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/analysis/s5_timing_20260914T181320Z/solve-effort-time-logtime.png,119642,44a150a978550d7c3aa917c7ad0a39bc93b9002d2a326981124f3ea4cd8e1e60,analysis/s5_timing_20260914T181320Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/analysis/s5_timing_20260914T181320Z/summary.json,10439,80836bcb7153d249b0a0b59c32d1efa01760e99e3478d9431573ff90fc8251f9,analysis/s5_timing_20260914T181320Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/case118-counterfactual-ac-study.md,16758,23ca47377701832306f6a7892034060ed69b5549c31732081b799de5c0bcb227,case118-counterfactual-ac-study.md,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,plans/case118-toy-ac-counterfactual-protocol.md,"Selected code, final evidence, or documented run provenance","Assistant-authored planning proposal, 2026-09-16",Toy dashboard observations and approved design plans; no numerical experiment
outputs/diagnostics/interval2448-YBoD5T/README.md,4286,29b01d58e9d66cb8470420dd10096195a3a99603f15ee9191a95875fd907f271,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,outputs/diagnostics/interval2448-YBoD5T/replay.py,"Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal6/canonical-start.json,305081,df5ed062dce113169921e366110e3b38c67656c6681d1876438134f5d19c2dda,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal6/phase.json,92,8c4807616d1952b7c16c1dd10835cfbf438a7d37c0569c9ea5ae60b4a5d6a7c0,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal6/start.json,290777,e8e4d1b47380004cb8c24a7a3a873f1bf1efb1dfb469f6f63597f695d43f5be9,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal6/worker.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal7/canonical-start.json,305039,fb9e4956443249a9313ed321c4065baabe55d33d410682edf239a404326e1e10,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal7/phase.json,92,d9ed86636e365b00514e4c4b8645de7ced4f95631a1d1ff3bf7a964d719c9711,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal7/start.json,290656,fb1167b0d20305d239a523f4f758611860183e28f10a6e8ee200d3198be0c193,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal7/worker.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal8/canonical-start.json,304455,f6c5cb97d6e8c37ec8f4809cc03059b7e5bfe3d05bbd1315b125c9c62e4b7cbe,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal8/phase.json,91,c28fcefecdf8c2547c91d80e07b6e55c045d0fd7ca47d8a3c9d01d7eb517834f,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal8/result.json,1121736,cd22e72e4956f4a5653da4de2688de6fb38b264b4449ad1ef87871fe1fa47f32,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal8/start.json,289893,e89a6a459b874b9bf23ccbbf50fba94f4c7d44f1e1e28373dcadd51d27e861bb,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/causal8/worker.log,291,50e103b24e73c51e6400e69004cf5e2d1a779ff9a2a7ae9773c8cc9524a672ce,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/checkpoint.json,40285,db8b80b6f46a3d05dc4c25a748780877df6cd7994c25dcbbb0f335ccdf5d81e1,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,outputs/diagnostics/interval2448-YBoD5T/replay.py,"Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/diagnostic-plan.json,1891,ba8808df253a7c598add736719f32e9cfd697efa7934c1492b37051aa821a380,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,outputs/diagnostics/interval2448-YBoD5T/replay.py,"Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/diagnostic-result.json,1682,539e214f58e0bb60cb67527243835e3a8aa483e85924839d604c8c1e02bc98ed,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,outputs/diagnostics/interval2448-YBoD5T/replay.py,"Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2448-YBoD5T/replay.py,9852,e191fe12d4a036c7652e864e5b3a976a5f7f87fd74311baf29267f2f6427698e,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,outputs/diagnostics/interval2448-YBoD5T/replay.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/diagnostics/interval2448-YBoD5T/window-002447-6e7f6e6d311e6b2d.json.gz,315490,fd698afd85aa27cc64aae541d00bb444f508eddac3a794ad20bd556c92103455,diagnostics/interval2448-YBoD5T,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,outputs/diagnostics/interval2448-YBoD5T/replay.py,"Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2450-4PzFJ6/README.md,4342,bacc627505602ace5ee58dfce77c3ee4cf7e1321ce35062d303e04e37f0997ab,diagnostics/interval2450-4PzFJ6,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,outputs/diagnostics/interval2450-4PzFJ6/replay.py,"Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2450-4PzFJ6/causal6/canonical-start.json,305232,6870c2d81e0149641274a7b0f34895c9f50bbd3a5710f7aef9423099942fd486,diagnostics/interval2450-4PzFJ6,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2450-4PzFJ6/causal6/phase.json,91,27329953c077f7ae155434c420f11eadfd8d789935b510d9c4c0463dd112249c,diagnostics/interval2450-4PzFJ6,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2450-4PzFJ6/causal6/result.json,1126741,a443622a8de3d915bb20f762e958bf82003c6a6270eb55080fd168a22c48bb35,diagnostics/interval2450-4PzFJ6,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2450-4PzFJ6/causal6/start.json,291109,d843b858ef3dab7740f7e5d26d27d82f2dac14eb228fdbb0f2dd81b2832c30b3,diagnostics/interval2450-4PzFJ6,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2450-4PzFJ6/causal6/worker.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,diagnostics/interval2450-4PzFJ6,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2450-4PzFJ6/checkpoint.json,40620,231544bf73efe48b34e725a3d531db49e9dd1d4457a8dfef7d35010b2b905fe7,diagnostics/interval2450-4PzFJ6,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,outputs/diagnostics/interval2450-4PzFJ6/replay.py,"Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2450-4PzFJ6/diagnostic-plan.json,1891,f21a1de196275a8de8985b66ad4e0fc0c31ec9a57c23e09dffea4c6af7d01332,diagnostics/interval2450-4PzFJ6,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,outputs/diagnostics/interval2450-4PzFJ6/replay.py,"Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2450-4PzFJ6/diagnostic-result.json,1314,364f50b69863620c2ceb99b19048aca36afd59508c68ed67d1801c73860c818a,diagnostics/interval2450-4PzFJ6,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,outputs/diagnostics/interval2450-4PzFJ6/replay.py,"Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval2450-4PzFJ6/replay.py,9778,72cf85867a84d520ae879417f2e403dfd89485cbd32ff4450a17ece44c0ec1cd,diagnostics/interval2450-4PzFJ6,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,outputs/diagnostics/interval2450-4PzFJ6/replay.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/diagnostics/interval2450-4PzFJ6/window-002449-2feb244c3b91d190.json.gz,692366,f7cb58ebfbafdfc245feb9d3d4c6f4c3adea23441fe8cfdd8285beda6664d4f2,diagnostics/interval2450-4PzFJ6,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,outputs/diagnostics/interval2450-4PzFJ6/replay.py,"Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/checkpoint-before.json,27926,f86389759bc502cb8d8cfe24e527c95f7a70a11d230e5deb77d918c5a049a213,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/copied-target-free/phase.json,383,37dd7251a30878eda865492d108b9988e8af522dae6d017430265e72c65dd32c,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/copied-target-free/request.json,140131,905493b9771a6bd25dd1286cae145d256173f8775c92036ae328087bbaa2555d,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/copied-target-free/result.json,1052697,c31acf00cd04b085515c81d8ece87091e4aca21dc7f43493a6a16fc7d131271b,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/copied-target-free/start.json,711797,589d0109e83bf3adb720e567c58856234cb97bcebcdc9da4d417db5b042396ea,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/diagnostic-plan.json,1980,eb9be0283623d7c668ba369958892cae3f05bb5b8260d18bba421e2910ce056b,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/diagnostic-result.json,2756,ed2f9f4c70a856c58736ba8b360e62bb7272a69c1df03084a5c5e91c55bc66d7,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/execution-authority.json,1039,07d94696f90317fbd3aceea567dd4d3c8d4ccc28e62a758036111c7cff8889db,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/perturbed-target-free-0001/request.json,140131,0fd4007768a9caba1f47b35658fb9e7a3cb9ebbcf9b12574f11e8e536182a7ef,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/perturbed-target-free-001/request.json,140131,b22caa201e26bab1b47a1b875059ec94167cb9c529b9f4c7e5feda43f8577503,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/perturbed-target-free-01/request.json,140131,bca1eac5a70c0c0a743a96a94487937bd72de5ed960725bcfdbbce8489ecc242,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/phase.json,381,7722d2cbbec1706f91911cba702e8bf5895e7874ce2712056a8bbf8df0dd5b68,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/request.json,140053,1366e2da3e06c9bbe893676e2d17f5641da7e830d2aaff5ccd37abe910a276a2,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/result.json,1047583,64d6d50ac512d70d0f2828eeb00650e54ee2e60bd33064505fe6de0c9f52ea2f,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/start.json,707749,c51483e0ae4fcacafd474657025495b987683bfaced0be45da2f5fc766edb32f,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/diagnostics/interval6122-target-free-4wu98P/window-006121-speculative.json.gz,299009,01b7a099cd0aeb24cda87c26864121b4320e56710dcf7b2829d17d4fa76080e8,diagnostics/interval6122-target-free-4wu98P,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"Recovery diagnostic; exact producer in retained attempt metadata where present, otherwise not established","Source AC interval/state, toy fixture, original solver/environment and recovery settings"
outputs/s5_analysis/DASHBOARD_README.md,3517,7d36f5ce1ebb3b035ae357a630d67e28b1a98a39a7da907833e43e7cef29675e,s5_analysis/DASHBOARD_README.md,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/s5_analysis/analyze_dispatch_changes.py; outputs/s5_analysis/analyze_stress_correlations.py; outputs/s5_analysis/dashboard_stress.py; outputs/s5_analysis/dashboard_support.py; outputs/s5_analysis/plot_histograms_645.py; outputs/s5_analysis/plot_histograms_current.py; outputs/s5_analysis/plot_parallel_throughput.py; outputs/s5_analysis/plot_runtime_by_interval_1103.py; outputs/s5_analysis/plot_runtime_wallclock_1103.py; outputs/s5_analysis/plot_runtime_wallclock_current.py; outputs/s5_analysis/plot_since_computer_restart.py; outputs/s5_analysis/render_dispatch_changes.py; outputs/s5_analysis/render_dispatch_heatmaps.py; outputs/s5_analysis/render_timing_snapshot.py; outputs/s5_analysis/s5_dashboard.py; outputs/s5_analysis/test_dashboard_support.py; outputs/s5_analysis/update_wallclock_policy.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/s5_analysis/__marimo__/session/s5_dashboard.py.json,1710056,,s5_analysis/__marimo__,not scientific evidence,temporary,,Interpreter/UI cache or OS metadata; no scientific authority,Python/marimo cache or OS,None; disposable cache/metadata
outputs/s5_analysis/__pycache__/analyze_dispatch_changes.cpython-311.pyc,18457,,s5_analysis/__pycache__,not scientific evidence,temporary,,Interpreter/UI cache or OS metadata; no scientific authority,Python/marimo cache or OS,None; disposable cache/metadata
outputs/s5_analysis/__pycache__/analyze_stress_correlations.cpython-311.pyc,21305,,s5_analysis/__pycache__,not scientific evidence,temporary,,Interpreter/UI cache or OS metadata; no scientific authority,Python/marimo cache or OS,None; disposable cache/metadata
outputs/s5_analysis/__pycache__/dashboard_stress.cpython-311.pyc,13724,,s5_analysis/__pycache__,not scientific evidence,temporary,,Interpreter/UI cache or OS metadata; no scientific authority,Python/marimo cache or OS,None; disposable cache/metadata
outputs/s5_analysis/__pycache__/dashboard_support.cpython-311.pyc,17815,,s5_analysis/__pycache__,not scientific evidence,temporary,,Interpreter/UI cache or OS metadata; no scientific authority,Python/marimo cache or OS,None; disposable cache/metadata
outputs/s5_analysis/__pycache__/dashboard_support.cpython-313.pyc,14891,,s5_analysis/__pycache__,not scientific evidence,temporary,,Interpreter/UI cache or OS metadata; no scientific authority,Python/marimo cache or OS,None; disposable cache/metadata
outputs/s5_analysis/__pycache__/render_dispatch_changes.cpython-311.pyc,8976,,s5_analysis/__pycache__,not scientific evidence,temporary,,Interpreter/UI cache or OS metadata; no scientific authority,Python/marimo cache or OS,None; disposable cache/metadata
outputs/s5_analysis/__pycache__/test_dashboard_support.cpython-311.pyc,10919,,s5_analysis/__pycache__,not scientific evidence,temporary,,Interpreter/UI cache or OS metadata; no scientific authority,Python/marimo cache or OS,None; disposable cache/metadata
outputs/s5_analysis/analyze_dispatch_changes.py,9287,37826eddafa5265db70fb00b590dd0596baca2854fd21e1392a2da55fbc473ef,s5_analysis/analyze_dispatch_changes.py,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/analyze_dispatch_changes.py,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/analyze_dispatch_changes.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/s5_analysis/analyze_stress_correlations.py,11359,e906c30388aa8a6e2d8d4f172c33e7284ed536544512cf68a824ec9a926bd678,s5_analysis/analyze_stress_correlations.py,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/analyze_stress_correlations.py,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/analyze_stress_correlations.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/s5_analysis/assets/laptop_cooling_fan.jpg,79884,0ccbe47a58973c941f53dbdc795c2bdbcc4c4bc6e1da87eca1cfab16d6025db6,s5_analysis/assets,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-supplementary,,Operator illustration; intervention timing retained separately; not needed for analysis,Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/s5_analysis/closeout-analysis-20260917T211006Z/completion.json,269,4680184ef28aef5f87b91051cbb2baec80257f559461c14bd39dde8c6cbaeac5,s5_analysis/closeout-analysis-20260917T211006Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-startup-failure/completion.json,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211006Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
outputs/s5_analysis/closeout-analysis-20260917T211006Z/monitor-error.log,1038,6467531c31af2510d00abf3252cb85f9e0bb84eecd61714983b3cbea00ae3302,s5_analysis/closeout-analysis-20260917T211006Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,experiments/case118_annual_hierarchy/analysis/artifacts/analysis-startup-failure/monitor-error.txt,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/closeout-analysis-20260917T211006Z/supervise.py; invokes experiments/case118_annual_hierarchy/s5_analysis.py,Original S4/S5 archive; run.json identifies command and completion.json outcome
